date,AFG,ALB,DZA,AND,AGO,ATG,AZE,ARG,AUS,AUT,BHS,BHR,BGD,ARM,BRB,BEL,BTN,BOL,BIH,BRA,BLZ,BRN,BGR,BLR,KHM,CMR,CAN,CPV,CAF,LKA,TCD,CHL,CHN,TWN,COL,COG,COD,CRI,HRV,CUB,CYP,CZE,BEN,DNK,DMA,DOM,ECU,SLV,GNQ,ETH,ERI,EST,FJI,FIN,FRA,DJI,GAB,GEO,GMB,DEU,GHA,GRC,GRD,GTM,GIN,GUY,HTI,VAT,HND,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,CIV,JAM,JPN,KAZ,JOR,KEN,KOR,KWT,KGZ,LAO,LBN,LVA,LBR,LBY,LIE,LTU,LUX,MDG,MYS,MDV,MLT,MRT,MUS,MEX,MCO,MNG,MDA,MNE,MAR,MOZ,OMN,NAM,NPL,NLD,NZL,NIC,NER,NGA,NOR,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,TLS,QAT,ROU,RUS,RWA,LCA,VCT,SMR,SAU,SEN,SRB,SYC,SGP,SVK,VNM,SVN,SOM,ZAF,ZWE,ESP,SDN,SUR,SWZ,SWE,CHE,SYR,THA,TGO,TTO,ARE,TUN,TUR,UGA,UKR,MKD,EGY,GBR,TZA,USA,BFA,URY,UZB,VEN,ZMB,RU-AD,RU-ALT,RU-AMU,RU-ARK,RU-AST,RU-BA,RU-BEL,RU-BRY,RU-BU,RU-CE,RU-CHE,RU-CU,RU-DA,RU-IN,RU-IRK,RU-IVA,RU-KAM,RU-KB,RU-KC,RU-KDA,RU-KEM,RU-KGD,RU-KGN,RU-KHA,RU-KHM,RU-KIR,RU-KK,RU-KL,RU-KLU,RU-KO,RU-KOS,RU-KR,RU-KRS,RU-KYA,RU-LEN,RU-LIP,RU-MAG,RU-ME,RU-MO,RU-MOS,RU-MOW,RU-MUR,RU-NGR,RU-NIZ,RU-NVS,RU-OMS,RU-ORE,RU-ORL,RU-PER,RU-PNZ,RU-PRI,RU-PSK,RU-ROS,RU-RYA,RU-SA,RU-SAK,RU-SAM,RU-SAR,RU-SE,RU-SMO,RU-SPE,RU-STA,RU-SVE,RU-TA,RU-TAM,RU-TOM,RU-TUL,RU-TVE,RU-TY,RU-TYU,RU-UD,RU-ULY,RU-VGG,RU-VLA,RU-VLG,RU-VOR,RU-YAN,RU-YAR,RU-YEV,RU-ZAB,UA-40,UA-43
3/14/20,11,38,37,1,0,1,15,34,250,655,0,210,3,18,0,689,1,10,18,151,0,40,41,27,7,2,198,0,0,10,0,61,80977,53,22,0,2,26,38,4,26,189,0,836,0,11,28,0,0,1,0,115,0,225,4496,0,1,30,0,4585,3,228,0,1,1,1,0,1,2,30,156,102,96,12729,110,129,155,21157,1,8,773,6,1,1,8086,104,0,0,93,26,0,0,4,8,51,0,238,10,18,1,0,26,2,1,12,0,17,0,19,2,1,962,6,0,0,2,1090,31,36,0,6,38,111,103,169,0,337,123,59,1,1,1,80,103,10,46,2,212,44,53,181,0,38,0,6391,1,1,1,961,1359,0,82,1,2,85,18,5,0,3,14,109,1144,0,2727,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/20,16,42,48,1,0,1,23,45,297,860,0,214,5,26,0,886,1,10,24,162,0,50,51,27,7,2,252,0,1,18,0,74,81003,59,34,1,2,27,49,4,26,253,0,875,0,11,28,0,1,1,0,171,0,244,4532,0,1,33,0,5795,6,331,0,1,1,4,0,1,3,32,171,113,117,13938,116,129,213,24747,1,10,839,9,8,3,8162,112,0,0,110,30,0,0,4,12,59,0,428,13,21,1,0,41,2,1,23,0,28,0,22,2,1,1138,8,0,0,2,1221,53,43,0,6,43,140,119,245,0,401,131,63,1,2,1,101,103,24,48,2,226,54,56,219,0,51,0,7798,1,1,1,1022,2200,0,114,1,2,98,18,6,0,3,14,110,1145,0,3499,3,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/20,21,51,54,2,0,1,28,56,377,1018,1,214,8,52,0,1058,1,11,25,200,0,54,52,36,7,4,415,0,1,28,0,155,81033,67,54,1,2,35,57,4,33,298,1,933,0,11,37,0,1,5,0,205,0,277,6683,0,1,33,0,7272,6,331,0,2,1,4,0,1,6,39,180,119,134,14991,124,169,218,27980,1,10,839,10,17,3,8236,123,0,0,110,34,1,0,4,17,77,0,566,13,30,1,0,53,7,1,23,0,29,0,22,2,1,1416,8,0,0,2,1333,136,55,0,8,86,142,177,331,0,439,158,90,5,2,1,109,118,24,55,3,243,63,61,253,1,62,0,9942,1,1,1,1103,2200,0,147,1,4,98,20,18,0,7,18,150,1551,1,4632,15,8,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/20,22,55,60,39,0,1,28,68,452,1332,1,228,10,78,2,1243,1,11,26,321,0,56,67,36,33,10,478,0,1,44,0,201,81058,77,65,1,3,41,65,5,46,396,1,1025,0,21,58,0,1,5,0,225,0,321,7715,0,1,34,1,9257,7,387,0,6,1,7,0,1,8,50,220,142,172,16169,154,223,250,31506,5,12,878,33,34,3,8320,130,0,0,120,49,1,0,7,25,140,0,673,13,38,1,0,82,7,5,30,2,38,0,24,2,1,1711,12,0,0,3,1463,236,69,0,9,117,187,238,448,0,439,184,114,7,2,1,109,171,26,65,4,266,72,66,275,1,62,0,11748,1,1,1,1190,2700,0,177,1,5,98,24,47,0,14,26,196,1960,1,6421,15,29,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,22,59,74,39,0,1,28,79,568,1646,1,256,14,84,2,1486,1,12,38,372,0,68,92,51,35,10,657,0,1,51,0,238,81102,100,93,1,4,50,81,7,49,464,2,1116,0,21,111,0,4,6,0,258,0,336,9124,1,1,38,1,12327,7,418,0,6,1,7,0,1,9,58,250,156,227,17361,164,292,304,35713,6,13,889,35,52,3,8413,142,3,0,133,71,2,0,28,27,203,0,790,13,38,1,3,93,7,6,30,2,49,0,39,2,1,2058,20,0,0,8,1550,299,86,0,11,145,202,251,448,0,452,260,147,8,2,1,119,171,31,83,4,313,105,75,275,1,116,0,13910,2,1,1,1279,3028,0,212,1,7,113,29,98,0,14,35,196,2642,3,7783,20,50,15,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/19/20,22,64,87,53,0,1,44,97,681,2013,3,278,17,115,5,1795,1,12,63,621,0,75,94,51,37,13,800,0,1,60,1,238,81156,108,102,3,14,69,105,11,67,694,2,1225,0,34,199,1,6,6,0,267,1,400,10970,1,1,40,1,15320,11,418,0,9,1,7,0,1,12,73,330,194,311,18407,192,557,427,41035,9,15,924,44,69,7,8565,148,3,0,157,86,2,0,28,36,335,0,900,13,53,2,3,118,7,6,49,3,63,0,48,3,1,2467,28,1,0,8,1746,454,109,0,11,234,217,355,785,0,460,277,199,8,2,1,119,274,31,103,6,345,123,85,286,1,150,0,17963,2,1,1,1439,4075,0,272,1,9,140,39,192,0,16,48,256,2716,6,13747,33,79,23,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/20/20,24,70,90,75,1,1,44,128,791,2388,3,285,20,136,5,2257,2,15,89,793,0,78,127,69,51,20,943,1,3,73,1,434,81250,135,128,3,18,89,128,16,67,833,2,1337,0,72,367,1,6,9,0,283,1,450,12758,1,3,43,1,19848,16,495,0,12,1,7,2,1,24,85,409,244,369,19644,208,683,529,47021,9,16,963,49,85,7,8652,159,6,0,163,111,2,0,28,49,484,3,1030,13,64,2,12,164,11,6,66,14,77,0,48,3,1,3003,39,1,1,12,1914,501,137,1,13,234,230,425,1020,0,470,308,253,17,2,1,144,344,38,135,7,385,137,91,341,1,202,1,20410,2,4,1,1639,5294,0,322,9,9,140,54,359,0,29,67,285,4014,6,19273,40,94,33,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/21/20,24,76,139,88,2,1,53,158,1071,2814,4,305,25,160,6,2815,2,19,93,1021,0,83,163,76,53,27,1277,3,3,77,1,537,81305,153,196,3,23,117,206,21,84,995,2,1420,0,112,506,3,6,9,1,306,1,523,14463,1,4,49,1,22213,19,530,0,17,2,7,2,1,24,103,473,330,450,20610,214,785,712,53578,14,16,1007,53,85,7,8799,176,14,0,187,124,3,0,37,83,670,3,1183,13,73,2,14,203,11,10,80,14,96,0,52,3,1,3640,52,2,1,22,2118,730,200,1,18,318,307,536,1280,0,481,367,306,17,2,1,144,392,47,171,7,432,178,94,383,1,240,3,25374,2,4,1,1763,6575,0,411,16,49,153,60,670,1,47,85,294,5067,6,25600,64,110,43,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/22/20,40,89,201,113,2,1,65,266,1549,3582,4,334,27,194,14,3401,2,24,126,1546,0,88,187,76,84,40,1469,3,3,82,1,632,81435,169,231,3,30,134,254,35,95,1120,2,1514,1,202,789,3,6,11,1,326,2,626,16243,1,5,54,1,24873,23,624,1,19,2,19,2,1,26,131,568,396,514,21638,233,906,883,59138,14,19,1101,60,112,15,8961,188,14,0,248,139,3,0,37,143,798,3,1306,13,90,2,28,251,23,10,94,21,115,1,55,3,1,4217,102,2,2,30,2385,776,313,1,22,363,380,634,1600,1,494,433,367,19,2,1,175,511,67,222,7,455,185,113,414,1,274,3,28768,2,5,4,1934,7474,1,599,16,50,153,75,1236,1,73,115,327,5745,12,33276,75,158,43,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/20,40,104,230,133,3,3,72,301,1682,4474,4,377,33,235,17,3743,2,27,136,1924,1,91,201,81,87,56,2088,3,3,97,1,746,81498,195,277,4,36,158,315,40,116,1236,5,1572,2,245,981,3,9,11,1,352,3,700,20123,3,5,61,2,29056,27,695,1,20,4,20,6,1,30,167,588,499,579,23049,266,1125,1071,63927,25,19,1128,62,127,16,8961,189,16,0,267,180,3,0,51,179,875,12,1518,13,107,2,36,316,23,10,109,27,143,1,66,4,2,4764,102,2,3,40,2621,875,345,1,22,395,462,749,2060,1,501,576,438,36,3,1,187,562,79,249,7,509,186,123,442,1,402,3,35136,2,5,4,2046,8795,1,721,18,51,198,89,1529,9,73,136,366,6726,12,43843,99,162,46,77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/24/20,74,123,264,164,3,3,87,387,2044,5283,5,392,39,249,18,4269,2,29,166,2247,1,104,218,81,91,66,2790,3,3,102,3,922,81591,215,378,4,45,177,382,48,124,1394,6,1718,2,312,1082,5,9,12,1,369,4,792,22622,3,6,70,3,32986,53,743,1,21,4,5,7,4,30,187,648,536,686,24811,316,1329,1238,69176,73,21,1193,72,154,25,9037,191,42,2,318,197,3,1,51,209,1099,17,1624,13,110,2,42,367,23,10,125,47,170,3,84,7,2,5580,155,2,3,44,2863,972,345,1,27,416,552,901,2362,1,526,794,495,40,3,1,187,767,86,303,7,558,204,134,480,1,554,3,39885,3,7,4,2286,9877,1,827,20,57,248,114,1872,9,97,148,402,8164,12,53736,114,162,50,84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/25/20,84,146,302,188,3,3,93,387,2364,5588,5,419,39,265,18,4937,2,32,176,2554,2,109,242,86,96,75,3251,4,3,102,3,1142,81661,235,470,4,48,201,442,57,132,1654,6,1862,7,392,1173,9,9,12,4,404,5,880,25600,11,6,75,3,37323,93,821,1,24,4,5,8,4,36,226,737,657,790,27017,346,1564,2369,74386,80,26,1307,81,172,28,9137,195,44,3,333,221,3,1,51,274,1333,19,1796,13,129,2,48,405,31,10,149,52,225,5,99,7,3,6438,205,2,7,51,3084,1063,443,1,37,480,636,1051,2995,1,537,906,658,41,3,1,208,900,99,384,7,631,216,141,528,1,709,3,49515,3,8,4,2526,10897,5,934,23,60,333,173,2433,14,145,177,456,9640,12,65778,146,189,60,91,12,0,0,0,3,0,4,1,2,0,1,2,1,0,0,0,1,0,4,0,9,2,8,1,4,2,7,1,0,2,3,0,0,0,5,3,5,0,0,0,41,410,1,1,8,4,0,4,2,5,2,2,4,1,2,10,0,10,1,0,0,21,2,13,7,3,1,7,3,0,3,2,1,1,0,0,6,0,1,0,1,0,7
3/26/20,94,174,367,224,4,7,122,502,2810,6909,9,458,44,290,18,6235,2,43,191,2985,2,114,264,86,96,75,4042,4,3,106,3,1306,81782,252,491,4,51,231,495,67,146,1925,6,2023,11,488,1403,13,12,12,6,538,5,958,29551,11,7,79,3,43938,132,892,7,25,4,5,8,4,52,261,802,727,893,29406,382,1819,2693,80589,96,26,1387,111,212,31,9241,208,44,6,368,244,3,1,56,299,1453,23,2031,13,134,3,81,475,33,11,177,69,275,7,109,8,3,7468,283,2,10,65,3369,1201,558,1,41,580,707,1221,3544,1,549,1029,840,50,3,1,208,1012,105,384,7,683,226,153,562,2,927,3,57786,3,8,6,2840,11811,5,1045,23,65,333,197,3629,14,196,201,495,11812,13,83836,152,217,75,107,16,0,0,0,3,0,4,1,2,0,1,5,1,0,0,0,1,0,4,0,9,3,8,1,5,4,7,2,0,2,3,0,0,0,8,3,5,0,0,0,41,546,1,1,8,5,0,4,2,10,2,2,6,1,2,14,0,12,1,0,0,26,5,20,10,3,2,7,3,0,3,2,1,1,0,0,6,0,1,0,1,0,7
3/27/20,110,186,409,267,4,7,165,589,3143,7657,10,466,48,329,24,7284,3,61,237,3417,2,115,293,94,99,91,4682,5,3,106,3,1610,81897,267,539,4,51,263,586,80,162,2279,6,2200,11,581,1595,13,12,16,6,575,5,1041,33402,12,7,83,3,50871,137,966,7,28,8,5,8,4,68,300,890,887,1046,32332,458,2121,3035,86498,101,26,1468,150,235,31,9332,225,58,6,391,280,3,1,56,358,1605,26,2161,16,139,3,94,585,42,11,199,82,345,7,131,8,4,8647,368,2,10,70,3755,1373,674,1,52,635,803,1389,4268,1,562,1292,1036,54,3,1,223,1104,119,457,7,732,269,163,632,3,1170,5,65719,3,8,9,3069,12928,5,1136,25,66,405,227,5698,23,310,219,536,14745,13,101657,180,238,88,107,22,0,0,0,3,0,4,1,2,2,3,5,1,1,0,0,2,0,4,0,9,3,8,1,5,4,8,2,0,2,3,0,0,0,8,3,5,0,0,2,49,703,1,1,8,5,0,4,3,10,2,2,6,2,2,14,0,14,1,0,0,26,5,20,11,3,2,8,3,0,3,4,1,4,0,0,6,0,2,0,1,0,19
3/28/20,110,197,454,308,5,7,182,690,3640,8271,10,476,48,407,26,9134,3,74,258,3904,2,120,331,94,99,91,5576,5,3,113,3,1909,81999,283,608,4,65,295,657,119,179,2631,6,2366,11,719,1823,19,12,16,6,645,5,1167,38105,14,7,90,3,57695,141,1061,7,34,8,8,8,6,95,343,963,987,1155,35408,506,2415,3619,92472,101,30,1693,228,246,38,9478,235,58,8,412,305,3,3,56,394,1831,26,2320,16,149,5,102,717,42,12,231,84,402,8,152,8,5,9819,451,4,10,89,4015,1495,786,1,56,671,1075,1638,5170,1,590,1452,1264,60,3,1,224,1203,130,659,8,802,292,174,684,3,1187,7,73235,5,8,9,3447,14076,5,1245,25,74,468,278,7402,30,356,241,576,17312,14,121465,207,274,104,119,28,1,0,0,3,0,4,1,3,8,5,9,1,1,0,0,7,0,4,0,17,3,11,1,5,4,8,2,0,2,3,1,0,0,12,7,8,0,0,2,85,817,1,1,11,7,0,6,3,11,2,2,6,2,2,14,4,14,2,0,1,37,5,24,14,3,2,11,3,0,3,4,1,4,0,0,6,0,2,0,1,0,20
3/29/20,120,212,511,334,7,7,209,745,3984,8788,11,499,48,424,33,10836,4,81,323,4256,2,126,346,94,103,139,6280,6,3,117,3,2139,82122,298,702,19,65,314,713,139,214,2817,6,2564,11,859,1924,24,12,21,12,679,5,1240,40708,18,7,91,4,62095,152,1156,9,34,16,8,15,6,110,408,1020,1024,1285,38309,547,2615,4247,97689,165,32,1866,284,259,42,9583,255,84,8,438,347,3,8,56,460,1950,39,2470,17,151,5,107,848,46,12,263,85,479,8,167,11,5,10930,514,4,18,111,4284,1597,901,1,59,852,1418,1862,5962,1,634,1815,1534,70,9,1,224,1299,142,741,8,844,314,188,730,3,1280,7,80110,6,8,9,3700,14829,9,1388,25,78,570,312,9217,33,475,259,609,19780,14,140909,222,304,144,119,29,1,0,1,3,0,5,2,3,8,9,12,1,1,0,1,7,0,4,0,17,3,11,1,7,5,9,2,0,2,7,1,0,0,12,9,9,0,0,3,112,1014,3,3,11,8,3,6,3,11,7,2,6,2,3,15,4,14,2,0,1,42,5,24,14,3,3,11,3,0,4,4,1,4,0,0,6,0,3,0,1,0,20
3/30/20,170,223,584,370,7,7,273,820,4361,9618,14,515,49,482,33,11899,4,97,368,4579,3,127,359,152,107,139,7398,6,3,122,5,2449,82198,306,798,19,81,330,790,170,230,3001,6,2755,11,901,1962,30,12,23,12,715,5,1352,45170,18,7,103,4,66885,152,1212,9,36,22,8,15,6,139,447,1086,1251,1414,41495,630,2910,4695,101739,168,36,1866,302,268,50,9661,266,94,8,446,376,3,8,62,491,1988,43,2626,17,156,5,128,993,49,12,298,91,556,8,179,11,5,11817,589,4,27,131,4445,1717,989,1,64,950,1546,2055,6408,1,693,2109,1836,70,9,1,230,1453,162,785,8,879,336,203,756,3,1326,7,87956,6,8,9,4028,15922,10,1524,30,82,611,312,10827,33,548,285,656,22453,19,161831,246,310,149,135,35,4,1,1,7,0,5,5,3,13,9,14,1,4,0,2,9,0,6,0,17,3,12,1,7,5,12,3,1,3,22,1,0,0,14,11,10,0,2,3,119,1226,5,3,11,9,3,7,3,13,7,2,9,2,5,15,4,14,4,0,1,50,6,24,14,3,3,12,4,0,4,4,1,4,2,2,6,0,3,0,1,0,20
3/31/20,174,243,716,376,7,7,298,1054,4559,10180,14,567,51,532,34,12775,4,107,420,5717,3,129,399,152,109,193,8527,6,3,143,7,2738,82279,322,906,19,98,347,867,186,262,3308,9,3039,12,1109,2240,32,12,26,15,745,5,1418,52827,30,16,110,4,71808,161,1314,9,38,22,12,15,6,141,492,1135,1397,1528,44605,694,3235,5358,105792,179,36,1953,343,274,59,9786,289,107,9,470,398,3,10,68,537,2178,57,2766,18,169,6,143,1094,52,12,353,109,617,8,192,11,5,12667,647,5,27,135,4641,1938,1181,1,65,1065,2084,2311,7443,1,781,2245,2337,75,13,1,236,1563,175,900,10,926,363,212,802,5,1353,8,95923,7,9,9,4435,16605,10,1651,34,87,664,394,13531,44,645,329,710,25481,19,188172,261,338,172,135,35,4,2,1,7,2,7,5,3,19,9,14,1,13,0,3,9,0,6,0,17,3,12,1,8,5,12,3,2,3,22,3,0,0,14,14,10,1,2,3,119,1613,11,3,12,9,3,7,3,13,12,4,9,5,5,15,4,15,4,0,1,98,6,33,19,3,3,12,4,0,6,4,1,4,2,2,8,0,3,0,1,5,16
4/1/20,237,259,847,390,8,7,359,1054,4862,10711,21,569,54,571,34,13964,4,115,459,6836,3,131,422,163,109,233,9560,6,3,146,7,3031,82361,329,1065,19,109,375,963,212,320,3508,13,3290,12,1284,2748,32,15,29,15,779,5,1446,57749,33,18,117,4,77872,195,1415,9,39,30,19,16,6,172,525,1220,1998,1677,47593,728,3447,6092,110574,190,44,2178,380,278,81,9887,317,111,10,479,446,6,10,68,581,2319,57,2908,19,188,6,161,1215,55,14,423,123,654,10,210,14,5,13696,708,5,74,174,4863,2118,1181,1,69,1323,2311,2554,8251,1,835,2460,2777,82,13,1,236,1720,190,1060,10,1000,400,218,841,5,1380,8,104118,7,10,9,4947,17768,10,1771,36,90,814,423,15679,44,794,354,779,29865,20,213372,282,338,181,143,36,4,3,1,7,2,8,5,5,25,10,21,1,15,0,3,11,0,8,0,22,3,12,1,9,8,12,3,2,3,54,3,0,3,20,20,11,1,2,4,134,1880,11,3,12,10,7,7,3,13,16,5,9,5,5,15,5,15,15,2,1,125,6,33,19,6,3,17,5,0,6,4,1,8,3,9,12,0,3,0,1,5,16
4/2/20,273,277,986,428,8,9,400,1133,5116,11129,24,643,56,663,46,15348,5,123,533,8044,3,133,457,304,110,306,11284,6,3,151,8,3404,82432,339,1161,22,134,396,1011,233,356,3858,13,3573,12,1380,3163,41,15,29,22,858,7,1518,59929,40,21,134,4,84794,204,1544,10,47,52,19,16,7,219,585,1319,2543,1790,50468,772,3849,6857,115242,194,47,2495,435,299,110,9976,342,116,10,494,458,6,11,75,649,2487,59,3116,19,196,6,169,1378,60,14,505,144,708,10,231,14,6,14788,797,5,98,184,5147,2421,1317,1,77,1414,2633,2946,9034,1,949,2738,3548,84,13,2,245,1885,195,1171,10,1049,426,233,897,5,1462,9,112065,8,10,9,5568,18827,16,1875,39,94,1024,455,18135,45,897,384,865,34173,20,243762,288,350,205,146,39,5,4,1,7,2,10,6,5,30,10,21,1,25,0,7,11,0,8,0,22,3,19,1,9,8,12,3,2,5,56,3,0,3,25,31,15,1,4,4,177,2475,15,3,25,10,9,12,3,20,16,5,9,9,5,15,5,17,15,4,1,147,11,38,19,6,3,17,5,0,6,4,1,8,3,12,12,2,3,0,1,5,16
